Id;jmeno;prijmeni;datumNarozeni;obor;bodyPrijimacihoRizeni;prijat;prumerZnamekMaturitniZkousky
1071;Conant;Ottery;01.11.2004;4;4;true;3.55
1358;Salem;Cromb;19.12.1995;2;16;true;1.52
1194;Nisse;Stump;11.07.2001;0;72;false;1.64
1030;Reinhold;Willeson;25.11.1997;2;49;true;3.04
1795;Yoshi;Spiring;23.05.2004;3;66;true;2.25
1142;Susann;Trudgeon;28.01.2002;3;8;true;2.7
1345;Leila;Kail;16.11.2003;4;59;false;3.3
1118;Towney;Avramovsky;30.10.2000;0;28;false;1.31
1422;Boris;Crown;17.11.1997;4;62;true;1.61
1851;Leticia;Murphy;06.08.2000;2;43;false;1.18
1950;Abdul;Pacheco;24.04.1997;1;46;false;2.22
1560;Niels;Stiling;24.11.2002;4;66;false;3.87
1746;Jerry;Renowden;29.08.1998;1;45;false;3.51
1609;Godfrey;Chrystie;03.03.1998;2;28;true;4.38
1468;Dal;Scotchmer;07.08.1995;0;25;true;1.14
1962;Ediva;Goatcher;26.08.1997;3;74;false;2.69
1884;Nicola;Ales0;23.05.2004;4;92;true;3.58
1698;Murdock;Frohock;25.03.1998;1;31;false;4.81
1934;Ari;Linsay;18.03.1997;0;16;false;4.31
1422;Zacharias;Kimber;12.02.2000;0;67;true;2.18
1848;Hamil;Pellington;04.12.2000;1;57;false;4.23
1227;Aggy;Deveril;27.01.2005;3;99;true;3.77
1678;Cordy;Kielt;16.04.1999;0;34;true;2.15
1782;Blancha;Duferie;14.05.2003;1;87;false;2.65
1694;Aidan;Dallan;19.02.1997;0;34;false;4.75
1200;Stevana;Recke;01.04.2003;1;94;true;1.14
1957;Gregory;Adamovicz;21.02.2001;0;48;false;4.31
1322;Rowney;Kruschov;04.11.2003;1;20;false;2.78
1615;Georgette;Dummett;19.04.1998;1;10;false;4.46
1036;Myrtie;Grieswood;12.03.1995;0;1;true;1.24
1514;Lorianna;Guerrin;03.05.2003;0;59;true;1.24
1807;Elvyn;Skamal;03.10.2002;2;24;true;1.91
1425;Angie;Gittoes;28.09.2004;1;9;true;1.16
1518;Elnora;Playden;02.07.1998;0;55;true;3.05
1265;Allister;Kilroy;25.12.1996;1;67;false;4.33
1613;Halley;Pattingson;07.10.2003;2;51;false;2.25
1482;Allyn;Chung;23.01.2005;1;57;false;1.67
1810;Gris;Vasilkov;28.01.2005;1;33;false;3.3
1220;Reta;Dockwra;19.10.1999;2;12;true;2.51
1313;Davina;Sheal;28.06.1999;0;33;true;1.31
1435;Rakel;Threlkeld;07.07.1999;2;95;true;4.29
1222;Wilt;Edmunds;28.09.1995;3;43;true;2.94
1175;Richart;Tedman;11.08.2002;4;11;false;2.52
1925;Anders;Dunabie;14.05.1995;1;35;true;3.87
1538;Verla;Cran;11.08.1997;4;53;true;4.12
1437;Rafi;Divina;16.09.2004;0;30;false;2.22
1640;Jacky;Algeo;10.03.1997;3;44;false;4.64
1934;Muffin;Hegge;31.05.1996;0;19;false;1.46
1318;Mary;Gabby;01.08.2003;3;45;true;4.03
1850;Worth;Toffanelli;08.05.2002;2;62;false;3.1
1029;Waly;Mizzen;21.10.1999;4;21;false;4.53
1289;Malvina;Stallan;13.10.1995;2;14;false;2.98
1198;Alvy;Ginnell;18.11.2004;0;83;true;3.91
1838;Sergei;Balfe;24.05.2003;3;17;true;1.28
1091;Janka;Guard;25.07.1996;3;35;false;1.14
1309;Erich;Dirr;21.06.2003;2;58;false;3.78
1963;Melli;Duckering;24.07.2002;2;14;false;3.01
1398;Adoree;Eul;20.11.2001;0;43;true;4.12
1560;Tam;Iltchev;26.05.1996;0;31;true;2.09
1504;Mathilde;Breakspear;15.12.2000;3;65;false;3.16
1953;Somerset;Bearham;06.07.1999;2;33;true;2.99
1253;Jessee;Blakely;09.03.1996;4;65;true;1.68
1649;Minetta;Bound;16.03.1995;3;22;true;1.09
1398;Lief;Belch;12.06.2002;2;100;false;2.55
1354;Jourdan;Shervil;06.09.2002;0;82;true;2.58
1067;Bette-ann;Clulee;24.12.1996;1;70;true;2.42
1381;Terry;Jenson;24.01.1996;4;1;false;2.29
1288;Garrick;Maciaszek;11.05.2001;2;33;false;2.0
1534;Carney;Coram;19.01.1998;1;3;false;4.61
1668;Marco;Duckit;30.05.1996;1;85;true;1.25
1524;Melania;Ennew;14.04.2004;3;47;true;1.39
1063;Enrica;Battlestone;28.12.2001;3;12;false;4.06
1306;Barret;Ulyet;26.12.1998;4;54;true;2.76
1135;Griffith;Stockey;17.09.2000;1;82;false;1.39
1048;Vera;Karpol;20.05.1999;1;17;true;1.9
1035;Clemens;Chin;22.12.1998;1;22;true;3.26
1458;Maurits;Hemphall;18.11.2001;2;55;true;3.64
1760;Madelene;Vedikhov;03.02.1997;2;97;true;1.97
1493;Iris;Marl;05.05.2000;4;59;true;3.09
1304;Dionisio;Beddie;08.07.2001;2;71;true;3.71
1552;Willow;Skocroft;06.08.1997;1;56;true;4.46
1052;Dian;Arington;24.03.2001;1;88;true;4.14
1961;Keefer;Hitscher;21.07.1997;2;61;false;3.25
1362;Ferne;Redwing;08.10.2001;3;98;true;4.16
1694;Kelly;Santi;23.04.1996;0;63;true;4.17
1053;Benoite;Hattigan;02.03.1999;2;45;false;1.22
1430;Lonny;Brightman;04.05.1996;4;4;true;2.72
1317;Alexei;Sleep;31.07.1996;0;3;true;2.81
1671;Ludovico;Ameer-Beg;25.07.2003;2;65;true;3.45
1593;Harlene;Eagell;25.04.1999;1;9;false;4.65
1824;Stafford;Britland;16.10.1997;4;94;true;3.12
1876;Kane;Roadnight;16.07.2001;4;72;false;1.08
1484;Niall;O'Codihie;17.03.2000;2;57;true;4.71
1385;Kenn;Brogioni;08.12.2002;0;75;false;2.79
1602;Rianon;Durbyn;02.10.2003;0;4;true;3.13
1266;Lauretta;Jouanny;15.05.2003;0;7;false;1.64
1305;Roxie;Nutbrown;09.02.2003;0;65;false;1.24
1272;Adrianna;Gerhardt;13.04.2003;3;20;true;4.0
1800;Alfons;Laden;06.06.1996;3;60;false;2.16
1711;Darwin;Latchmore;05.10.2002;4;92;true;2.15
1756;Carmela;Sinkins;09.02.2002;1;0;true;1.99
1377;Igor;Aspy;12.09.2004;2;91;false;4.66
1768;Muffin;Costall;17.04.2002;4;31;true;1.55
1467;Fianna;Rolley;01.12.2001;4;9;true;4.1
1652;York;Mealham;24.08.1997;3;85;false;2.18
1782;Cicely;Spinage;16.01.2004;4;39;false;3.49
1701;Bernadina;Frank;28.11.1997;2;80;true;3.19
1231;Reiko;Alabaster;29.10.2002;0;44;false;3.44
1061;Nathanial;Gurnee;07.01.1997;1;46;false;2.74
1480;Nester;Eakens;05.05.2002;4;55;false;1.71
1994;Shandy;Murty;16.04.2000;4;74;false;4.22
1459;Jakie;Brownsworth;10.05.1997;1;60;false;2.69
1551;Clevey;Nestor;21.10.2002;0;99;false;1.54
1566;Nestor;McPhater;14.09.1996;1;41;false;3.95
1886;Edgard;Rounsefell;13.12.1998;0;92;false;3.43
1679;Cristian;Butt;19.03.1999;2;71;false;3.79
1784;Emelyne;Swain;10.11.2000;4;28;true;2.02
1766;Shel;McConigal;11.04.2003;2;1;false;4.47
1904;Hesther;Dolphin;22.04.2003;3;54;true;4.64
1867;Ariadne;Raggles;04.05.1999;4;11;false;2.56
1925;Tasia;Kidby;27.05.1999;2;91;false;3.46
1772;Killian;Sloey;31.05.1997;4;13;false;1.0
1175;Felice;McNee;22.08.2000;3;45;true;1.0
1914;Korry;Stickney;05.05.1998;3;37;false;3.72
1510;Maurizio;Loxdale;25.03.1997;3;44;true;3.53
1158;Rhiamon;Faucherand;13.05.1997;0;74;false;3.82
1685;Teddie;Borg-Bartolo;09.06.1997;0;10;false;2.19
1922;Judith;Clyne;14.07.1998;1;75;false;2.74
1657;Glynnis;Pischof;13.03.1998;2;66;false;2.48
1216;Iver;Skinley;14.03.1998;3;39;true;1.96
1972;Hubey;Checkley;15.04.1995;3;21;true;1.38
1234;Hansiain;Hellens;21.08.1997;3;8;true;2.74
1474;Leslie;Boulter;10.12.1995;4;83;true;2.04
1279;Hilde;Syer;09.01.2000;1;29;true;4.96
1062;Osmond;Brithman;08.04.1995;4;6;false;4.32
1568;Keeley;Arnhold;12.11.1998;2;24;true;4.17
1754;Kassie;Messer;02.08.1999;0;48;true;2.21
1194;Glynda;Kevane;19.11.2000;3;38;true;3.37
1499;Kristi;Van der Brugge;17.08.2003;0;22;false;4.91
1809;Laure;Dumberrill;10.12.2004;3;17;false;2.64
1142;Jolyn;Agnew;22.09.2002;3;60;true;1.78
1431;Nico;Hardwick;08.09.1997;3;0;true;3.73
1078;Shirleen;Slyde;25.02.2001;2;20;true;2.78
1748;Lora;Gummoe;19.07.1996;1;2;false;2.28
1248;Nalani;Greeve;29.03.2003;1;43;false;2.95
1627;Turner;Sinney;24.08.1996;4;60;false;3.89
1669;Tierney;O' Molan;31.10.1999;0;58;true;3.92
1990;Conrad;Emmanuel;10.08.2004;1;5;true;2.12
1917;Torrence;Dufour;28.04.1995;4;42;false;1.2
1366;Hortensia;MacKissack;05.12.2002;4;30;true;3.47
1032;Silvain;Quarrell;03.12.1996;0;86;true;2.54
1935;Perry;Tibb;13.01.2001;3;73;false;4.4
1954;Linnea;Polak;02.12.1998;2;27;false;2.26
1563;Ricky;Kulvear;13.06.1995;3;100;false;3.0
1063;Farleigh;BURWIN;05.04.1997;3;92;true;4.07
1920;Giff;Sor;14.04.2000;0;40;false;1.85
1437;Robert;Carnelley;15.06.2000;4;80;true;1.06
1243;Doralia;Marsden;31.07.1997;1;73;false;4.01
1125;Wilona;Pithcock;03.11.2003;0;58;true;4.92
1202;Putnem;Camillo;20.10.1999;4;87;false;1.9
1709;Kerk;Breznovic;24.12.1996;0;16;true;3.64
1119;Forbes;Chuney;11.09.2000;2;51;true;3.99
1097;Barbette;Capel;18.06.1998;0;90;false;2.88
1328;Caryl;Lovstrom;19.03.1997;1;43;true;2.52
1074;Brodie;Trowsdall;13.01.1997;0;9;false;2.95
1637;Nat;Lardez;20.11.1997;3;91;true;2.09
1593;Isidora;Case;20.03.1998;2;18;false;3.05
1793;Peder;Wooffitt;17.09.2002;2;0;true;1.41
1537;Corrie;Bungey;27.10.2003;0;28;true;4.6
1207;Gwyneth;Le Franc;03.12.1997;1;5;false;2.25
1670;Christophe;Keynd;02.09.1997;3;76;false;3.65
1496;Caren;Cheel;22.07.2003;0;91;true;4.53
1220;Holly;McGregor;16.06.1996;0;75;true;3.1
1223;Vaclav;Impy;14.06.1997;2;6;true;4.69
1537;Gerardo;Millin;05.12.1995;4;84;false;4.81
1838;Elwood;Farrell;12.05.1997;0;40;true;2.55
1786;Ashely;Tallant;02.06.2003;3;53;false;1.38
1635;Kimberlee;Womersley;08.03.1997;0;58;false;4.95
1117;Shandeigh;Townrow;05.03.1996;1;34;false;2.88
1481;Dido;Ketchell;30.07.2004;4;15;true;3.01
1372;Lola;Pettisall;22.11.2003;3;56;true;2.38
1171;Jessamyn;Mossdale;17.06.2001;1;79;true;1.5
1319;Rich;Halesworth;19.12.2001;3;75;false;2.3
1971;Allsun;Matkin;29.12.1998;4;24;false;2.22
1874;Dillon;Bockings;22.08.2001;2;54;false;4.64
1203;Bing;Longforth;16.11.1995;0;53;false;2.55
1359;Zorah;Paddeley;12.12.2000;3;15;false;4.04
1082;Mauricio;Foulis;14.04.2003;2;93;false;4.7
1204;Ddene;Giordano;25.08.2003;4;7;false;3.96
1238;Lief;Beavington;28.02.2003;0;14;false;2.64
1668;Lida;Allwright;10.09.2004;2;9;true;2.04
1897;Saunderson;Morando;27.01.2000;1;98;true;2.14
1310;Karlie;McKoy;21.09.2000;4;70;false;1.29
1086;Ole;Brooksbie;02.11.1997;0;64;false;2.0
1716;Emanuel;Fowden;02.01.2004;2;1;false;3.05
1506;Gerrie;Yearnes;13.05.2002;0;99;true;2.6
1741;Montgomery;Shuter;02.12.2003;2;32;true;2.41
1164;Harley;Allridge;13.11.1998;0;50;true;1.17
1061;Liliane;Beltzner;02.07.1996;4;34;true;2.78
1680;Zena;Pestricke;03.06.1995;0;54;true;4.35
1251;Grange;Wicher;11.01.1996;2;57;false;2.01
1241;Marline;Bridat;14.01.2000;3;89;true;3.97
1126;Randie;Korneichuk;22.04.2004;0;35;false;1.64
1691;Matthias;Swett;15.06.2001;0;65;false;4.9
1046;Paulita;Punshon;19.07.1999;3;59;false;4.1
1207;Devonna;Algeo;26.03.2000;1;18;true;4.51
1331;Paxton;Riall;17.12.2002;4;42;false;3.16
1626;Inez;Helliwell;28.10.1996;2;100;false;2.98
1504;Kendre;Stuckley;28.09.2002;0;53;false;1.86
1664;Kylie;Stuckford;07.09.1999;4;16;true;2.39
1718;Percival;Alliband;17.04.2000;4;40;true;4.34
1719;Kayne;Queripel;20.03.2004;1;79;false;1.32
1814;Dorelia;Beadham;23.09.2000;2;41;false;2.7
1151;Averil;Daens;05.02.2003;4;78;false;4.44
1873;Dixie;McPhilemy;13.07.1997;3;72;true;4.51
1504;Dudley;Autrie;08.05.1999;0;28;false;3.99
1441;Marje;Moger;09.01.2001;4;9;true;4.84
1974;Blondy;Banaszewski;29.09.2001;0;3;false;1.44
1212;Allister;Losano;13.01.2001;3;27;false;3.01
1142;Fayina;Yearnsley;05.11.2002;0;18;true;4.28
1183;Dud;Baddow;21.04.1999;2;77;false;2.36
1860;Tamiko;Bees;13.07.1999;0;41;false;3.99
1329;Rodd;Falcus;20.05.2002;3;39;false;2.62
1881;Burton;Muat;06.09.2001;2;59;true;3.05
1068;Sofie;Chazelas;30.05.2003;2;45;true;3.26
1456;Larine;Goodlett;31.03.1998;2;65;false;3.04
1480;Eadith;Ranklin;12.04.1997;3;5;true;3.81
1690;Rudolf;Oakland;20.04.1999;1;59;true;3.79
1745;Bernard;D'Avaux;13.05.2003;4;48;false;3.42
1208;Llewellyn;Chill;04.01.1999;3;60;true;3.3
1916;Vivianna;Ludovico;10.10.2000;0;58;true;4.08
1728;Brandon;Peckitt;05.01.2003;0;92;true;2.99
1210;Corella;Jiggen;24.01.1996;3;60;true;4.09
1355;Kit;Blunsen;28.09.2001;4;19;false;2.02
1766;Hailee;Cundy;03.09.2004;4;43;true;3.88
1888;Burch;Sprackling;10.04.2002;1;28;true;3.54
1683;Antonino;Gouldstone;05.08.2001;3;86;true;2.0
1416;Martguerita;Gotfrey;21.08.1997;3;66;false;3.07
1776;Gale;Causon;03.06.1995;1;91;true;4.43
1471;Persis;Sawfoot;03.11.1996;3;2;true;4.04
1814;Berti;Cudbird;05.12.2000;2;47;true;3.69
1469;Jacynth;MacCorkell;11.03.1998;1;63;true;3.26
1131;Rosalyn;Betty;22.03.2002;0;26;true;1.28
1349;Grant;Commins;11.04.1997;1;0;false;4.06
1494;Homere;Blatchford;02.08.2004;0;36;true;2.62
1349;Alameda;Tebboth;01.09.2002;4;93;false;4.31
1237;Carla;Esseby;11.04.2004;3;52;false;3.55
1629;Harcourt;Dumbare;09.01.1997;3;1;true;4.94
1136;Gus;Lightollers;28.04.1998;0;69;false;2.67
1650;Hestia;Starking;16.12.2004;1;71;false;1.36
1742;Gelya;Mehew;30.03.1996;2;70;false;2.5
1910;Winfield;Chomicki;26.11.2004;3;23;false;4.64
1032;Dela;Beach;18.08.2003;2;34;false;4.03
1128;Karyn;Tissell;06.04.1998;2;28;true;4.29
1530;Maribeth;Sarjant;15.12.2001;0;78;true;2.13
1770;Kaspar;Newson;26.03.1998;2;10;false;4.33
1681;Melania;Tregenza;16.10.2000;4;46;true;4.97
1104;Rosamond;Nelthropp;22.06.2002;0;84;true;1.54
1668;Serena;Lapenna;24.09.2003;3;80;true;3.75
1155;Kerrill;Jerzycowski;26.02.2001;2;71;false;2.44
1413;Nathalie;Gawthorpe;23.01.2002;4;80;true;3.36
1109;Ronnie;Abramov;20.10.1996;3;32;true;3.48
1707;Vic;Shuttlewood;03.04.1996;2;78;false;1.29
1077;Casper;Exelby;01.10.2000;1;26;true;4.14
1623;Josias;Pavlenkov;30.12.1995;1;51;false;1.08
1947;Darline;Moultrie;28.07.1996;4;79;true;1.23
1947;Paula;Ealden;31.12.1995;1;83;true;1.6
1959;Wenda;Sabban;29.05.2004;1;97;true;2.05
1411;Mahalia;Thurley;15.10.1995;1;2;true;2.09
1740;Joellyn;Crackel;23.01.1996;0;90;false;2.09
1524;Jermain;Harland;01.02.2003;4;11;true;4.48
1892;Tammie;Fautley;01.11.2001;2;14;false;2.03
1118;Ellen;Addy;26.11.1999;0;35;false;4.8
1789;Devina;Huffer;13.04.1998;1;4;true;1.26
1645;Bidget;Callister;15.09.2000;3;96;false;1.24
1857;Karin;Waywell;31.05.2001;3;57;true;3.12
1229;Melessa;Fouch;13.04.2000;2;65;true;1.89
1504;Wylma;Lawtey;17.12.1999;3;89;true;4.05
1732;Lazar;O'Cahey;28.03.1996;0;78;false;4.58
1349;Sheba;Menichino;21.04.2003;4;18;true;3.79
1234;Terrance;Arpin;12.12.1998;2;28;true;1.59
1141;Hercule;Nehls;06.06.1995;0;86;true;1.66
1836;Zerk;Rayner;29.08.2002;1;35;false;3.33
1489;Clarance;Cattini;23.11.1998;0;23;true;1.67
1750;Yolanthe;Laffin;24.04.1999;2;8;false;4.24
1828;Pia;Goldingay;20.10.1997;2;15;true;4.94
1189;Carlos;McKeand;04.11.1996;0;83;true;3.87
1493;Kimmie;Reuss;11.12.2000;0;25;false;3.18
1484;Lenore;Crookes;14.07.1998;2;30;false;3.41
1120;Ebba;Stoven;17.07.2004;3;63;false;3.19
1556;Cos;Risen;28.01.2005;4;49;true;2.68
1649;Findley;Thickpenny;30.12.1999;4;41;false;2.63
1479;Ellsworth;Nuton;01.03.2004;2;68;true;2.69
1290;Janaye;Harford;02.10.1998;4;29;false;1.58
1628;Edy;Portsmouth;21.08.1996;2;80;true;4.18
1550;Ladonna;Handrok;08.02.2002;2;6;true;1.61
1962;Cullie;Chrichton;27.02.1999;3;97;true;4.22
1616;Nickie;Callard;29.11.1997;3;68;true;4.69
1833;Keefer;Dallaway;28.07.2004;1;68;true;1.65
1515;Vera;Cocking;20.10.2002;0;99;false;4.42
1051;Tobe;Stow;12.09.1995;2;34;true;2.89
1302;Chandra;Pressland;27.02.2001;1;77;true;2.28
1788;Stuart;Ashburne;01.07.1999;0;43;true;4.01
1960;Pippa;Pammenter;17.12.2001;4;6;false;3.41
1133;Hatty;Theurer;28.10.2004;3;72;true;4.63
1435;Olympie;Bartels;16.09.1999;3;25;false;4.33
1396;Robinet;Cobb;03.03.2002;2;72;false;3.44
1640;Thomasina;Liebmann;10.06.1995;1;50;false;3.58
1986;Abbott;Dorot;02.11.2001;4;33;false;1.44
1462;Eileen;Kleszinski;31.07.1998;3;49;false;2.21
1304;Andrea;Channer;27.06.1995;2;26;true;3.65
1124;Waylin;Dutnell;18.03.1997;1;7;false;1.1
1728;Ame;Islep;03.08.2003;4;50;false;1.7
1594;Westbrooke;Olley;17.07.1997;4;58;true;1.81
1048;Arlee;Oger;28.10.1995;0;95;false;2.07
1946;Sky;Duetschens;17.04.2002;1;10;true;1.61
1726;Eugine;Tinto;14.10.2001;2;83;false;2.5
1091;Tawsha;Mulligan;15.01.2003;0;33;false;1.92
1861;Elaina;Sauniere;06.05.1997;0;83;false;3.87
1305;Petronilla;McGirl;17.04.1996;2;48;true;3.06
1324;Ahmed;Premble;06.06.1996;1;56;false;4.35
1414;Dov;Thain;10.05.1998;0;68;true;2.25
1648;Bianca;Whittier;10.05.2000;4;67;true;2.64
1790;Nilson;Ferrelli;27.10.1999;0;11;false;2.79
1384;Zerk;Odams;16.07.1996;0;3;true;2.83
1637;Haskel;Bohling;27.05.1996;4;47;false;3.5
1589;Yuri;Merrell;21.06.1995;1;93;true;4.29
1695;Margie;Jouannisson;18.11.2003;4;44;true;4.54
1397;Darryl;Mance;29.01.2001;1;95;true;2.75
1322;Lilla;Rossant;13.10.2002;1;22;false;1.65
1166;Micki;Amer;08.02.2000;4;48;true;1.0
1945;Claudia;Gascoyen;15.06.1996;2;73;false;3.11
1121;Decca;Barwick;18.05.1998;2;40;false;3.65
1312;Joannes;Worral;13.07.2004;2;71;false;2.86
1530;Renelle;Dineen;26.01.1997;1;35;true;1.51
1799;Alfy;Boles;31.01.1999;4;23;true;3.97
1447;Jasper;Agerskow;20.05.2004;2;80;true;4.36
1712;Ted;Firmin;03.12.2004;4;13;false;3.58
1821;Tarrance;Lunney;12.05.1996;3;68;false;2.64
1860;Bertrando;Winchcomb;11.02.1999;2;73;false;3.16
1636;Madel;Bartle;23.04.2004;3;9;true;2.61
1379;Orrin;Godley;04.07.2002;2;21;false;1.79
1026;Alexandra;Stutely;06.05.1998;1;28;false;2.29
1915;Laverna;Reveland;11.02.2005;4;9;false;4.77
1955;Hugues;Seilmann;19.12.2004;2;36;true;4.58
1136;Walther;Curgenuer;02.12.1997;0;89;false;3.88
1830;Salli;Thunderman;05.03.1995;3;72;false;1.61
1359;Saidee;Roulston;19.11.2002;3;20;true;3.37
1557;Berri;Stroban;19.08.1997;4;40;true;3.88
1569;Linda;Dasent;19.03.2002;3;81;false;4.58
1196;Cornie;Ambroziak;16.02.1995;0;22;false;2.01
1536;Jo;Calven;31.03.2004;2;62;false;4.27
1966;Michale;Cheyne;18.03.2001;1;13;false;4.93
1467;Martynne;Comrie;16.02.1995;1;31;true;4.0
1121;Deirdre;Bletso;09.12.2004;4;2;false;3.42
1623;Leonard;Echalie;09.02.2004;3;88;false;2.54
1002;Kaila;Gilphillan;02.04.2004;3;57;true;4.18
1195;Janel;Bowell;22.09.2004;3;88;true;1.35
1360;Jennica;Benoi;22.12.2004;4;40;true;4.32
1275;Sloan;Traske;26.03.1997;2;98;true;4.18
1798;Clevey;Tallman;10.06.1999;2;0;true;2.69
1264;Remus;Joslow;05.12.1997;2;92;true;4.88
1742;Adena;Duckwith;15.08.1996;4;88;false;2.91
1861;Waly;Ginnell;30.09.1998;2;47;false;4.96
1002;Rochette;Yeld;11.04.1995;2;57;true;4.39
1244;Gris;Corkitt;09.12.1997;1;50;true;1.91
1608;Doretta;Canero;16.06.1996;2;86;true;3.29
1250;Leonid;Rapson;22.11.1999;3;89;false;1.68
1315;Clark;Darko;09.04.1999;1;18;true;1.45
1536;Rosanne;Sigfrid;19.06.1999;3;30;false;4.83
1996;Darice;Larder;09.06.1997;4;100;true;4.47
1683;Cece;Shulver;31.12.1999;1;9;false;3.46
1426;Borden;Michelle;27.10.1999;3;35;true;3.01
1285;Ruthy;Daughtery;29.08.1999;4;72;false;2.57
1702;Culver;Simnell;14.09.2002;1;76;true;3.75
1810;Ansley;Swayton;02.08.1999;3;2;false;3.45
1747;Muriel;Tanman;11.12.1995;2;0;true;1.08
1168;Nil;Kincey;23.01.1996;2;79;true;2.17
1850;Nanny;Galey;25.06.1998;1;47;false;1.14
1429;Ami;Asbery;25.09.1997;3;28;true;2.5
1288;Kore;Burgne;03.05.2004;2;64;false;3.17
1813;Austin;Meharry;02.06.1999;0;82;true;4.28
1652;Wendel;Diem;24.05.2000;0;83;true;2.26
1994;Stearne;Hew;01.04.2003;2;51;true;2.45
1629;Alexei;Ireland;11.08.1999;4;36;true;2.13
1760;Klarrisa;Birtonshaw;28.05.2000;2;16;false;1.67
1862;Teresita;Paireman;24.08.2001;0;9;true;1.84
1195;Perkin;Dumberrill;25.02.1996;2;85;false;1.29
1064;Dael;Fulloway;08.02.1997;4;36;false;4.51
1596;Gabby;De Mattei;12.09.2001;2;1;true;2.36
1825;Darb;Kennagh;14.05.2000;0;27;false;2.54
1238;Celisse;Quincee;13.02.1996;4;24;false;3.29
1512;Sibeal;Duxfield;15.06.1998;3;85;true;3.66
1985;Antin;Ewbanks;01.07.1998;3;54;false;4.74
1027;Vincent;Elvins;25.04.1995;3;5;false;1.75
1845;Sibeal;Duinbleton;02.06.1999;2;77;false;1.19
1938;Dorian;McIlwreath;13.11.2003;0;87;false;4.09
1184;Rutger;Balsellie;08.04.2001;1;91;false;3.75
1103;Ivy;Bimson;02.11.2000;4;76;true;1.1
1245;Tabbi;Lottrington;01.04.1995;4;47;true;2.21
1875;Zitella;Mitchelson;21.10.1995;3;88;true;3.69
1973;Edie;Chazelle;02.07.2001;2;58;true;1.28
1070;Fawn;Searle;22.05.1997;2;99;false;4.41
1427;Leonidas;Le Fleming;30.11.1995;3;100;true;1.47
1902;Lonny;Galfour;20.03.2002;1;34;false;3.37
1067;Josephina;Fraczak;19.11.2003;4;48;false;1.29
1442;Emlyn;Dobeson;20.01.2002;1;47;true;1.42
1119;Alvy;Hull;09.07.2001;2;84;true;3.88
1482;Erwin;Sicily;05.06.1999;0;56;false;2.3
1996;Devon;Barwood;07.07.2000;4;94;true;3.19
1958;Melly;Neiland;17.03.1998;4;59;false;1.9
