Id;jmeno;prijmeni;datumNarozeni;obor;bodyPrijimacihoRizeni;prijat;prumerZnamekMaturitniZkousky
36;Ignazio;Thonger;15.11.1997;3;87;false;1.73
37;Neala;Sign;25.05.2000;4;46;false;4.93
38;Gardener;Balharrie;08.09.2001;1;73;false;3.71
39;Evaleen;MacAndrew;06.08.2001;0;49;true;2.53
40;Giffy;Stout;21.11.2003;1;6;true;4.05
41;Odelia;Noriega;03.08.2001;1;35;true;3.63
42;Berny;Beckford;18.08.2002;1;47;true;2.6
43;Wolfie;Kestian;04.01.1997;3;91;false;3.81
44;Nikita;Happert;21.06.2002;1;28;false;2.83
45;Lishe;Moodycliffe;14.11.1998;4;60;true;4.02
46;Nanci;Norster;02.08.1998;3;57;true;4.89
47;Ramona;McNab;16.07.2001;3;14;false;4.79
48;Dougie;Chancellor;09.04.1998;2;95;false;4.27
49;Reid;Moriarty;04.05.1996;1;45;false;1.98
50;Jemmie;Ackland;24.03.2001;3;86;true;2.11
51;Brigitta;Nesey;29.08.1997;4;29;false;4.01
52;Jilly;Baldery;08.05.1995;1;5;false;1.37
53;Deva;Burrage;27.05.2004;0;11;false;1.08
54;Ailene;Elia;28.07.1998;2;24;false;3.66
55;Shawn;Alejandro;16.03.2004;2;52;true;3.94
56;Marijo;Oley;07.08.2003;1;15;false;3.95
57;Zonda;Becarra;25.11.1997;4;62;false;3.27
58;Dell;Caesman;02.12.2001;2;100;true;4.64
59;Pooh;Uvedale;25.01.2004;4;43;false;4.54
60;Adolf;Gehrts;01.08.2003;1;43;true;3.69
61;Percival;Burbidge;12.12.2003;2;35;true;2.06
62;Raphaela;Tomasello;26.02.1996;2;56;false;3.54
63;Alphonse;Thorndale;18.11.1998;2;50;true;4.75
64;Agnesse;Elleyne;09.04.1998;0;6;false;1.8
65;Viva;Muehle;05.09.2001;3;97;false;4.29
66;Buddy;Sibson;06.06.2000;0;51;false;3.79
67;Brett;Chern;07.08.1996;1;76;true;3.62
68;Courtney;Peyto;04.06.1996;1;52;true;1.52
69;Farah;Grabiec;08.01.2002;0;37;false;1.13
70;Roddy;Tenny;02.02.1996;1;97;true;3.55
71;Stewart;Braniff;17.11.1997;1;25;false;1.49
72;Kirk;Upjohn;18.08.1998;1;20;false;4.45
73;Rodina;Margetts;20.07.1995;3;43;true;4.63
74;Keane;Fumagalli;11.11.1998;4;44;true;2.54
75;Layne;McIan;30.12.1997;2;16;true;4.39
76;Antonio;Boome;16.10.2003;1;77;true;4.38
77;Rriocard;Absolem;26.11.2000;1;50;true;1.79
78;Sonnie;Casari;15.05.2002;4;36;true;1.29
79;Beltran;Chillcot;18.01.2002;1;39;false;2.97
80;Georgi;Hadcock;28.05.2000;4;30;true;1.2
81;Cordi;Gilogly;02.10.1998;4;95;false;4.84
82;Danette;Tomasz;15.07.2002;1;4;true;4.98
83;Shirlee;Brosch;01.09.1998;2;77;true;4.28
84;Frank;Youings;27.03.2000;1;9;true;4.87
85;Kissie;McCloughen;02.10.2002;0;44;false;3.69
86;Beauregard;Cauderlie;14.05.1995;4;64;false;1.64
87;Heddi;Clowney;08.02.2002;1;6;true;1.59
88;Simone;Abbot;04.03.1996;1;13;true;3.57
89;Nola;Carnelley;11.09.1997;4;5;true;1.82
90;Melisandra;Breeton;21.10.2001;3;94;true;4.92
91;Omero;Pether;21.08.2001;2;30;false;2.9
92;Ynes;Town;17.10.1997;0;80;true;1.95
93;Paula;Islip;26.11.1999;3;32;true;3.41
94;Brooks;Martinho;17.08.2003;4;10;true;4.98
95;Gallard;Milsom;29.11.1998;3;91;true;2.66
96;Pepe;Wycherley;12.03.1996;4;83;true;1.63
97;Lars;Elmhurst;08.04.1997;1;16;true;4.4
98;Annabel;Littledyke;13.03.2001;3;53;true;2.5
99;Cyndy;Grouse;24.12.2002;1;54;false;2.06
100;Nealson;Ashelford;17.02.1996;1;55;true;2.0
101;Violette;Sorrell;12.02.2001;3;85;true;4.46
102;Erinna;Stainfield;25.04.1995;0;88;true;2.58
103;Sharl;Cliff;24.12.1995;1;47;false;2.1
104;Heywood;Coonihan;09.05.2001;0;86;false;3.86
105;Roth;Milleton;12.09.2003;0;62;false;1.37
106;Bret;Bockh;24.05.2000;2;94;true;4.65
107;Georgeanna;Searby;30.03.2004;4;52;true;2.72
108;Muire;Franzoli;25.04.1998;0;93;true;1.01
109;Alyce;Huster;10.12.1996;1;97;false;1.04
110;Shell;Cowely;02.06.2003;3;40;true;4.38
111;Cyril;Pellington;17.10.1996;4;68;true;2.33
112;Abbe;Cammock;13.12.1999;4;27;false;1.21
113;Lamond;Puttick;06.04.2004;2;21;false;3.83
114;Mellie;Vaughan;10.07.2003;3;71;false;3.22
115;Chane;Upham;05.01.1996;4;16;false;4.39
116;Flossy;Senten;26.06.1999;3;84;true;4.77
117;Drona;Addionizio;20.07.1999;0;2;true;2.56
118;Dame;Bosley;26.10.2001;1;48;false;2.32
119;Jillene;Casham;05.02.2002;2;44;true;3.2
120;Starlene;Astbery;02.12.2004;1;44;true;2.05
121;Teddy;Thurbon;16.12.2001;1;24;true;4.96
122;Alphonso;Drinan;10.11.1996;3;100;false;2.74
123;Bidget;Kirkwood;27.01.1999;4;63;true;4.62
124;Jenna;Bishell;22.12.1995;2;27;false;4.65
125;Inga;Mancell;21.01.2005;1;1;false;3.26
126;Ruddy;Pilmer;29.05.1998;3;82;true;3.79
127;Shayla;Stranks;05.07.1996;1;40;false;4.69
128;Monah;Dailey;12.02.2004;3;71;true;3.07
129;Ase;Hadlington;09.02.2005;0;29;false;1.55
130;Rosella;McFadyen;23.02.2001;2;36;true;2.07
131;Beaufort;Steanyng;07.04.2001;0;91;false;1.97
132;Frieda;Hiscocks;05.06.2003;3;19;true;1.56
133;Lyndsie;Lingfoot;28.08.1995;3;92;false;2.94
134;Marilin;O'Crevy;18.06.2001;2;96;true;4.94
135;Augy;Aldren;21.03.1999;1;80;true;1.25
136;Saxon;Conybear;10.07.1995;1;47;false;3.99
137;Joyann;Goulborne;09.06.1998;1;61;true;4.29
138;Maighdiln;Wooton;11.04.1996;4;91;false;4.44
139;Belva;Behninck;12.12.1999;4;85;false;4.98
140;Bartholemy;Buche;29.05.1999;3;84;true;1.3
141;Tresa;Andriuzzi;17.08.2004;3;64;true;3.82
142;Kimbra;Sleaford;15.08.2000;3;54;true;3.8
143;Morgen;Davidovics;05.02.2002;0;10;false;2.39
144;Kathi;Pearn;07.08.1999;4;84;false;4.42
145;Berta;Stubbington;17.04.2000;4;11;true;2.73
146;Ludvig;MacQuarrie;01.02.1996;2;31;false;4.71
147;Phillida;Sheed;11.12.1999;4;92;true;4.53
148;Ruby;Twallin;07.05.2000;0;43;true;3.81
149;Virginia;Sawl;02.07.1995;2;97;false;3.64
150;Celinka;Gledhall;11.04.2003;2;77;false;4.56
151;Donella;Kitto;20.11.1999;1;97;true;1.75
152;Saw;Derill;14.06.1996;1;20;true;2.2
153;Brody;Luttger;22.08.1999;2;40;false;1.88
154;Gabbie;Seale;27.09.1997;1;97;false;4.37
155;Honoria;O'Doireidh;17.06.1999;3;5;false;4.09
156;Flossie;Fellgatt;23.01.2001;0;5;false;1.19
157;Nealson;Klassman;22.04.1999;3;58;false;4.18
158;Issi;Pavia;22.01.1997;3;8;true;3.05
159;Brandea;Casassa;08.04.1998;0;95;true;1.72
160;Christiana;Quadrio;31.01.2000;4;93;true;3.6
161;Dale;Reveland;16.08.2004;0;92;false;4.61
162;Daisi;Helder;25.10.2000;4;33;true;2.72
163;Udell;Eagar;13.07.1997;3;59;true;2.05
164;Linnie;Limer;03.10.2003;4;31;true;4.67
165;Adriena;Judkins;09.10.1997;3;23;true;2.43
166;Colver;Mohamed;08.12.2002;3;17;false;1.51
167;Ellis;Testo;09.05.2000;3;62;true;2.39
168;Maddi;Bowling;15.04.1995;0;22;false;3.09
169;Devinne;Petrushka;02.08.1995;4;14;false;2.04
170;Kitty;Lowman;13.04.1998;1;15;true;2.21
171;Nickolaus;Joice;12.01.2000;3;63;false;2.37
172;Neal;Costan;14.08.1996;2;64;true;3.43
173;Fara;McInerney;24.03.1997;4;0;true;3.51
174;Farlay;Cadreman;08.10.1997;3;38;true;1.08
175;Cly;Chooter;15.04.2002;3;23;true;2.39
176;Romy;Joseph;14.10.2000;4;71;true;4.3
177;Rubi;Bunston;16.03.1998;3;23;true;4.93
178;Angelia;Zottoli;13.02.2005;4;86;true;1.51
179;Mildrid;Osichev;13.09.2001;4;47;true;3.08
180;Shepperd;Menichillo;21.02.2004;4;48;true;2.71
181;Rhody;Dermot;18.08.2004;2;4;true;1.57
182;Kiah;McNicol;07.10.2000;2;1;false;4.26
183;Lacey;Baalham;04.03.1998;3;38;true;4.71
184;Filippo;Hagard;05.03.1996;4;26;false;3.41
185;Dewain;Outram;06.06.1995;4;76;true;1.7
186;Jodi;Neild;14.05.2000;1;27;true;1.23
187;Stesha;Print;04.07.2003;4;77;true;4.75
188;Fayina;Delgua;22.06.1995;4;87;false;4.2
189;Bill;Conley;21.01.1997;4;75;true;4.21
190;Sherline;Miller;18.07.1996;3;7;true;2.61
191;Courtenay;Hegge;06.11.2003;4;7;true;3.86
192;Cammy;Streets;01.03.2000;0;47;true;2.21
193;Hortensia;Richley;02.08.1998;1;73;false;3.7
194;Dunstan;Balfre;14.05.2004;1;6;true;1.84
195;Emmet;Learmont;06.02.2005;2;79;true;4.05
196;Lindsay;Bosworth;29.01.2001;1;86;true;2.8
197;Hayden;Hesbrook;08.05.2002;4;1;false;1.51
198;Gabriell;Labin;15.08.1996;3;40;true;4.48
199;Spencer;Burles;05.09.1996;0;27;false;2.27
200;Ilario;Furtado;28.11.1996;1;14;false;2.33
201;Edithe;Pentycross;02.01.1997;4;64;false;4.07
202;Anabelle;O'Gorman;01.01.2001;2;63;false;3.59
203;Evyn;Boncoeur;18.02.2002;2;42;false;4.69
204;Marleen;Van Arsdall;31.12.1996;1;1;true;3.0
205;Ashlen;Plewright;08.07.1995;3;46;false;3.73
206;Mose;Probbin;18.10.2001;0;25;true;4.7
207;Mack;Mallan;10.02.2003;0;39;true;2.4
208;Joachim;Rimbault;30.07.2001;1;88;false;2.79
209;Lucina;Oake;05.11.1997;4;73;true;4.91
210;Osborne;Biaggetti;10.11.1995;1;55;true;1.18
211;Kean;Butt;28.09.2003;4;92;true;3.5
212;Lothario;Jori;19.04.1995;4;23;false;4.03
213;Trixy;Puttnam;13.02.1999;4;75;false;2.18
214;Ally;Johann;14.08.2001;4;94;true;4.25
215;Matias;Acreman;12.05.1997;4;97;true;4.79
216;Dallas;Mantrip;08.08.1999;4;22;true;4.8
217;Ulysses;McKerton;05.09.1998;4;29;false;4.17
218;Linoel;MacGlory;30.05.1999;3;30;false;4.32
219;Rawley;Battell;20.03.1996;3;54;false;4.18
220;Granthem;Malitrott;11.04.2000;4;31;true;4.8
221;Natassia;Hargate;13.10.2003;4;1;false;1.58
222;Vail;Birkin;24.07.1997;0;19;true;2.31
223;Marchall;Rafter;20.05.2002;3;8;false;2.54
224;Sigismundo;Beades;07.10.1995;4;4;true;1.7
225;Deidre;Fincher;03.03.2004;4;82;true;2.65
226;Hansiain;Tillot;12.06.2003;1;46;false;2.46
227;Inigo;Kimble;04.05.1998;0;24;false;1.86
228;Hildy;Bernaciak;19.02.2003;4;29;false;4.43
229;Edy;Halden;30.07.1997;4;87;true;3.23
230;Annora;Phythean;09.06.2004;4;4;true;4.99
231;Bertrand;Taplin;25.12.1996;0;38;true;4.03
232;Tallou;Tolfrey;23.12.2001;1;76;false;4.49
233;Harold;Palay;09.04.1997;3;57;true;4.21
234;Jaquenetta;Petcher;06.01.2002;2;52;false;4.53
235;Sibley;Smurfitt;18.12.2000;1;36;false;4.19
236;Johannah;Pontefract;27.05.1999;4;34;true;3.92
237;Felice;Drust;13.03.2003;3;79;true;2.15
238;Hadria;Vsanelli;20.11.1996;4;74;true;3.54
239;Case;Pes;09.04.2001;4;35;true;4.65
240;Nathanial;Taunton;23.09.2000;2;37;false;1.36
241;Joane;Arnao;06.09.1998;0;38;true;4.1
242;Jorgan;Dietzler;20.04.2003;4;20;false;1.04
243;Rafaelita;Riddick;19.04.1997;0;10;false;4.6
244;Bentlee;Crehan;07.03.1997;3;56;false;3.47
245;Teena;McGillreich;10.08.1997;2;46;true;3.09
246;Florinda;Bentinck;13.12.2000;4;50;false;4.01
247;Neddy;Hillborne;22.02.1999;1;85;false;1.42
248;Gard;Cafferty;20.09.2004;0;82;false;3.74
249;Catarina;Renouf;18.08.1999;3;99;false;1.09
250;Alanah;Treacy;19.04.1996;4;29;true;1.42
251;Adham;Rubes;21.01.2001;1;86;false;3.94
252;Loydie;Van Driel;10.09.2003;1;56;false;2.38
253;Edy;Peaden;03.07.1997;2;14;true;2.56
254;Fawn;Klesl;07.04.1997;3;25;true;4.65
255;Sharlene;Skates;17.02.2001;4;83;false;1.77
256;Issi;Duncanson;11.12.2001;1;96;true;4.28
257;Renelle;Kinch;07.08.2002;2;22;true;1.72
258;Anabel;Melville;03.05.2003;1;50;false;3.69
259;Nicki;Pecha;15.09.1997;4;64;false;1.28
260;Zenia;McMenemy;04.03.2004;3;0;true;4.98
261;Sabina;Rosewall;13.07.2001;0;85;true;4.25
262;Lynett;Norcross;26.11.2002;2;89;false;4.42
263;Sammie;Cliss;02.12.2004;3;93;false;2.34
264;Packston;Wisdish;30.12.2002;0;36;false;3.23
265;Alastair;Scottini;09.01.1999;4;33;false;4.23
266;Willie;Beales;03.08.2001;4;100;false;2.86
267;Emilio;Metzig;21.07.2000;0;6;false;4.24
268;Maureene;Tumelty;20.11.1997;0;57;true;1.43
269;Llywellyn;Franceschelli;03.10.1998;2;86;false;4.82
270;Jeffy;Swiffin;30.10.2001;1;97;false;4.54
271;Katerina;Maudling;20.04.2000;0;39;false;2.89
272;Magnum;Tirte;21.12.1995;2;63;true;2.26
273;Gabi;Matejovsky;12.05.1998;0;81;true;1.42
274;Ariana;Izakoff;22.01.1999;2;0;true;3.83
275;Waring;Buyers;14.03.2004;4;9;true;2.63
276;Garret;Bowry;02.10.1998;4;47;false;3.59
277;Karel;Serrurier;09.03.1999;4;53;false;2.55
278;Lorenzo;Dubbin;19.01.2003;1;40;true;3.72
279;Shanan;Gosart;29.12.1997;2;76;true;2.7
280;Adriana;Baldetti;11.10.2003;2;61;false;3.97
281;Jehanna;Lawling;02.02.2002;2;60;true;4.32
282;Peyton;Venn;27.05.2004;2;56;true;4.31
283;Eleonore;Fireman;21.12.1996;0;98;false;2.91
284;Renelle;Bremley;30.11.2000;0;44;true;1.13
285;Hewie;Dodshon;18.05.2003;0;37;false;4.18
286;Elmo;Fealty;23.08.1996;3;9;true;3.3
287;Malina;Holehouse;29.01.2004;3;13;false;2.18
288;Gracia;Fransoni;08.06.1996;2;48;true;3.21
289;Phillipe;Garrood;03.03.2004;4;29;false;4.61
290;Marcellus;Nuzzi;22.03.2004;3;98;false;3.06
291;Natty;Housley;09.04.1999;1;69;true;1.32
292;Filmer;Hoonahan;28.06.1998;2;78;true;4.39
293;Germain;Speddin;22.10.2003;2;7;false;1.02
294;Pauly;Gremane;24.04.1998;0;8;true;2.74
295;Jules;Enderson;26.10.1997;1;16;true;3.91
296;Bridgette;Engall;18.09.1998;0;15;false;3.97
297;Phillis;Wickstead;29.05.2000;4;11;false;4.1
298;Ricki;Crean;21.01.2001;4;25;true;2.41
299;Berkley;Witherow;28.07.2000;0;52;false;3.84
300;Pippy;Garwood;19.07.2004;4;64;true;3.24
301;Mill;Rydzynski;01.01.2004;2;35;true;3.06
302;Murray;Wapol;23.03.1999;3;88;true;1.19
303;Pedro;Eccleston;12.09.2003;4;51;true;2.49
304;Bobina;Sprowle;27.05.1997;2;70;false;1.72
305;Candy;Cassimer;11.12.2001;2;89;false;1.56
306;Olin;Ferroli;24.11.1998;4;31;true;4.06
307;Harley;Troker;06.01.2001;4;80;true;1.23
308;Lotty;Traut;28.10.1999;0;22;false;3.19
309;Katheryn;Rennix;23.03.1998;2;51;false;1.31
310;Madelina;Bartolini;03.05.2004;2;30;false;1.59
311;Kellina;Tilbey;08.11.2002;0;10;false;2.31
312;Brook;Guiot;28.06.2003;4;58;true;2.0
313;Peter;Tammadge;21.04.1995;1;49;true;3.39
314;Teddie;Romera;18.10.2000;0;8;false;3.84
315;Bartlet;Caulkett;25.04.2004;2;63;true;1.83
316;Shaine;Brammar;20.10.1998;4;23;true;4.56
317;Cher;Clearie;29.08.2001;2;92;false;4.1
318;Juliana;Rawcliff;16.01.1998;0;78;false;2.59
319;Barrie;Brealey;27.04.2003;0;92;true;2.63
320;Keith;Olivetta;13.10.2001;1;94;false;2.75
321;Tanney;Pulman;24.12.2004;4;91;false;3.45
322;Raff;Burgh;21.10.2004;3;94;true;2.39
323;Ophelia;Befroy;01.01.2001;3;59;true;4.67
324;Rose;Icom;03.02.1999;0;63;false;4.83
325;Rasia;Coltart;29.06.2001;3;2;true;4.05
326;Elmore;Phillipp;19.04.2003;4;59;false;3.83
327;Robers;Thomassin;23.06.2000;0;22;false;1.69
328;Carolin;Blurton;12.12.1995;1;99;true;2.37
329;Ellswerth;Portt;06.05.2002;1;69;true;4.65
330;Tess;Falkous;11.07.1998;0;23;true;3.7
331;Meade;Currom;14.09.1995;3;19;false;4.79
332;Dukey;Coldham;25.08.2000;2;36;true;2.99
333;Timmie;Sproston;29.07.1998;0;24;false;4.25
334;Scotti;Stubbs;18.02.2003;4;24;true;2.32
335;Hercules;Swaffer;22.03.1997;2;98;false;2.63
336;Morie;Pedroni;26.08.1997;2;100;false;4.36
337;Sinclair;Polotti;16.08.2002;4;62;false;1.45
338;Tine;Agneau;24.01.2000;4;94;false;1.59
339;Maryellen;Shepeard;13.05.2003;0;70;false;3.91
340;Thom;Andren;08.12.1995;0;12;true;2.92
341;Geno;Moorerud;15.11.2000;4;81;true;2.74
342;Josee;Peinke;15.03.1998;3;55;true;1.46
343;Erasmus;Peyton;09.01.1997;2;19;false;3.82
344;Suzanne;Pierrepont;04.06.1996;3;60;false;3.97
345;Rosanne;Tsar;24.06.1997;3;100;true;1.62
346;Herc;Baynes;29.04.2004;0;72;true;4.78
347;Stanly;Halworth;18.03.1996;4;63;false;1.63
348;Lombard;Arrowsmith;30.10.1997;0;46;false;3.04
349;Nerty;Finci;27.03.2003;2;47;true;3.32
350;Bel;Rodda;18.09.2003;2;84;false;2.53
351;Rea;Padefield;06.07.1999;4;33;true;2.73
352;Leilah;Clayworth;20.04.2004;1;5;false;4.76
353;Aretha;Stetlye;27.02.2001;4;61;false;1.13
354;Cornie;Antonik;24.09.2004;2;57;true;4.3
355;Kit;Britto;30.05.2000;4;39;false;2.46
356;Perice;Darell;02.11.2001;2;51;false;4.45
357;Antonietta;Garfit;06.03.2000;4;36;false;1.95
358;Sharai;Shatliffe;27.11.2001;1;39;true;4.79
359;Demetre;Hoggins;07.04.2002;0;67;false;3.75
360;Vanna;Fullard;28.07.1996;4;85;false;4.9
361;Cecily;Moult;09.08.1995;3;53;true;1.39
362;Shoshanna;Mc Mechan;31.01.1999;3;2;true;2.21
363;Pippo;Petett;20.10.2003;2;83;true;4.06
364;Paolina;Polini;29.06.2002;2;0;true;1.29
365;Nickola;Moylane;09.05.1998;0;91;true;2.58
366;Mylo;Morgans;14.07.1998;3;74;false;4.41
367;Kinnie;MacPeice;28.10.1999;0;98;false;4.97
368;Rose;Emlen;20.12.2001;3;62;false;1.94
369;Donnajean;Andreotti;26.05.1997;0;21;false;2.64
370;Thekla;Huson;23.01.1998;3;23;false;2.04
371;Horten;Spehr;21.11.2004;1;67;true;3.66
372;Teresa;Hartles;17.09.2002;0;37;true;3.69
373;Mira;Boatwright;09.01.2001;3;3;false;1.05
374;Avril;Block;30.06.1997;4;70;false;3.94
375;Roderic;Finnimore;03.04.1999;0;68;true;1.64
376;Eyde;Ducker;14.03.2001;4;59;true;2.51
377;Izabel;Alfonsetto;20.06.2000;2;61;true;3.85
378;Ethel;Esseby;28.12.2002;4;20;false;4.39
379;Jasper;McBeith;06.03.2004;1;80;true;1.93
380;Marlyn;Lodge;28.11.1998;3;24;true;4.23
381;Abey;Palk;29.07.2001;0;56;false;1.95
382;Rheba;Lared;30.11.2000;4;43;true;3.78
383;Avie;Hagley;07.07.1998;1;59;true;3.78
384;Godfrey;Whitehouse;19.03.1996;3;66;false;1.56
385;Juli;Gilbard;18.11.1995;3;61;true;1.35
386;Montgomery;Sly;24.05.2002;3;71;false;4.58
387;Lothario;O'Fallowne;18.11.2002;0;5;true;4.77
388;Chaim;Mourant;06.09.2002;0;2;true;1.75
389;Rivi;Mouncey;11.12.1999;3;33;false;2.8
390;Massimo;Braksper;23.03.2003;3;20;true;3.16
391;Any;Cullerne;18.07.2000;2;65;false;3.95
392;Aurora;Defew;12.01.1999;0;4;false;3.34
393;Bink;Mauchlen;30.09.2000;0;75;false;1.57
394;Korella;Hunn;02.08.1998;3;92;true;2.31
395;Melody;Salmon;21.11.1996;3;26;true;3.6
396;Sinclair;Kerins;01.12.2002;1;33;true;4.73
397;Cecily;Bartosik;15.02.1999;1;61;false;2.17
398;Felita;Garbert;17.12.1999;3;64;false;4.23
399;Michal;Pope;02.10.2001;3;90;true;2.97
400;Tessy;Lomaz;19.11.2001;4;65;true;4.15
401;Dayna;Wellbank;06.05.1996;4;57;false;1.24
402;Avrom;Dunkersley;25.02.1997;1;92;false;3.65
403;Romy;Haslehurst;15.11.2003;1;57;true;3.33
404;Douglass;De Ath;27.12.2001;1;0;true;2.05
405;Corella;Pindar;10.12.2002;0;62;false;2.92
406;Mallory;Effnert;16.10.2000;4;43;false;1.2
407;Tabb;Musselwhite;06.09.1998;4;21;false;2.86
408;Alonso;Haymes;09.06.2001;3;72;false;4.3
409;Rogerio;Penke;26.08.1998;3;89;true;3.52
410;Julio;Biagioni;17.03.1998;2;31;true;4.18
411;Ambrosio;Ricciardi;25.08.2004;2;58;false;1.88
412;Herb;Truesdale;07.04.1998;1;72;false;3.6
413;Freeland;Fawltey;26.05.1997;0;52;false;4.98
414;Barry;Valentin;29.11.1998;0;85;false;2.32
415;Lindon;Burnhard;01.10.2000;4;17;false;1.73
416;Alie;Cardwell;07.04.2004;0;14;true;2.27
417;Koressa;Twyning;02.01.1999;1;53;true;3.09
418;Aleksandr;Judkins;10.02.1998;0;3;false;1.09
419;Eulalie;Clamp;23.05.1997;1;83;true;3.76
420;Faye;Bellow;28.11.2003;2;92;false;1.11
421;Zackariah;Persian;17.09.2004;0;29;false;3.75
422;Reine;Fritschmann;16.01.1996;1;90;false;3.27
423;Charlena;Mish;04.07.1996;3;84;true;1.56
424;Miguelita;Betteney;13.01.2002;3;33;false;2.43
425;Lyndel;Klus;28.01.2004;2;79;false;4.43
426;Juliet;Bernardeschi;24.01.1999;0;11;true;4.63
427;Lezlie;Selesnick;31.07.2001;0;32;false;4.54
428;Deb;Odhams;17.08.2000;2;25;true;2.51
429;Sharlene;Heap;03.08.1998;3;41;true;3.9
430;Kelcey;Mansel;11.11.1997;1;42;true;4.07
431;Rosina;Critoph;15.08.2004;2;20;true;4.28
432;Gilles;Konmann;02.03.2001;1;95;true;1.7
433;Othello;Brimfield;26.02.1995;2;49;true;3.6
434;Gillan;Edens;31.05.2004;2;87;true;1.23
435;Paton;Cote;02.04.2002;2;88;true;2.73
436;Linn;Casone;19.04.1997;4;61;true;2.7
437;Lexis;Santi;10.08.2004;0;41;true;2.31
438;Christye;Lotte;19.05.1995;1;18;true;4.97
439;Krishna;Beeckx;21.10.1995;0;93;true;3.52
440;Trent;Normant;25.06.1997;0;25;false;1.01
441;Mirelle;Mallabar;04.12.2002;4;79;true;2.98
442;Mahalia;Rossborough;05.01.2003;0;83;false;1.87
443;Doro;Gomme;19.12.1999;0;86;false;1.04
444;Mano;Bretherton;09.07.2000;1;53;true;3.19
445;Lissy;Slaght;30.09.2002;2;50;false;3.92
446;Beth;Runcie;14.05.2001;2;16;false;3.96
447;Brander;Bolderoe;25.04.2002;0;52;false;2.34
448;Keen;McVie;20.12.2003;1;68;false;3.32
449;Duncan;Dilgarno;02.01.2004;2;32;true;2.76
450;Didi;Tyght;27.04.1997;0;0;true;1.1
451;Marleah;Wooldridge;08.04.1997;1;9;false;3.71
452;Bridget;Presdee;12.11.1996;0;44;true;2.76
453;Taddeo;Simao;07.08.2000;4;10;true;4.29
454;Theadora;Wantling;20.05.2000;4;48;true;4.72
455;Jaquelyn;Firebrace;10.01.2001;2;6;false;1.35
456;Nertie;Incogna;09.06.2001;2;49;true;3.2
457;Alic;Fearfull;20.05.2004;4;93;true;3.91
458;Kip;Bradburne;13.05.2004;3;35;false;5.0
459;Aurora;Rasp;05.12.2002;2;71;true;3.1
460;Estel;Scripps;13.11.1998;4;43;true;3.19
461;Molli;Lovat;04.11.2003;4;26;false;2.04
462;Jenna;Jamrowicz;19.08.2001;0;98;false;4.95
463;Alphard;Jinkinson;04.04.2001;3;57;true;4.96
464;Mikol;Edger;21.04.1998;1;44;false;3.6
465;Ken;Canizares;06.02.1996;2;59;true;4.67
466;Tana;Wohler;05.05.1999;0;57;false;3.08
467;Sallee;MacGovern;05.09.2000;0;82;true;1.98
468;Gawain;Harborow;22.12.1999;2;88;false;4.68
469;Dewain;Gunnell;04.05.2003;0;9;true;2.17
470;Robbert;Ipsly;02.03.1998;2;61;true;2.12
471;Claudetta;Duffie;02.04.1999;1;32;false;2.87
472;Adelbert;Schapiro;14.11.1995;3;71;true;3.95
473;Benedetto;Lindenbluth;02.01.2000;2;51;true;2.29
474;Jacinta;Ickovici;04.10.2001;4;57;false;3.13
